PlayerName,SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
Tyrese Maxey,22025,1630178,0022500243,"Nov 17, 2025",PHI vs. LAC,W,41,13,27,0.481,4,11,0.364,9,10,0.9,0,3,3,6,1,0,4,1,39,4,1
Giannis Antetokounmpo,22025,203507,0022500297,"Nov 29, 2025",MIL vs. BKN,W,19,12,15,0.8,1,2,0.5,4,8,0.5,3,5,8,2,2,0,2,2,29,27,1
Giannis Antetokounmpo,22025,203507,0022500074,"Nov 28, 2025",MIL @ NYK,L,28,10,14,0.714,0,2,0.0,10,14,0.714,2,13,15,8,1,0,3,5,30,2,1
Giannis Antetokounmpo,22025,203507,0022500241,"Nov 17, 2025",MIL @ CLE,L,13,6,10,0.6,0,0,0.0,2,3,0.667,2,3,5,4,1,0,4,2,14,0,1
Giannis Antetokounmpo,22025,203507,0022500231,"Nov 15, 2025",MIL vs. LAL,L,32,9,15,0.6,1,1,1.0,13,18,0.722,5,5,10,5,0,1,5,3,32,-12,1
Giannis Antetokounmpo,22025,203507,0022500043,"Nov 14, 2025",MIL vs. CHA,W,40,12,18,0.667,0,1,0.0,1,3,0.333,2,5,7,18,2,1,7,3,25,18,1
Giannis Antetokounmpo,22025,203507,0022500203,"Nov 10, 2025",MIL @ DAL,W,37,11,18,0.611,1,2,0.5,7,12,0.583,3,5,8,6,1,3,5,5,30,12,1
Giannis Antetokounmpo,22025,203507,0022500191,"Nov 09, 2025",MIL vs. HOU,L,36,14,25,0.56,0,1,0.0,9,14,0.643,4,4,8,3,0,1,3,0,37,0,1
Donovan Mitchell,22025,1628378,0022500302,"Nov 30, 2025",CLE vs. BOS,L,39,7,16,0.438,3,7,0.429,1,2,0.5,1,6,7,8,3,0,5,5,18,8,1
Donovan Mitchell,22025,1628378,0022500069,"Nov 28, 2025",CLE @ ATL,L,35,15,28,0.536,7,15,0.467,5,5,1.0,0,3,3,3,1,0,4,3,42,0,1
Donovan Mitchell,22025,1628378,0022500284,"Nov 24, 2025",CLE @ TOR,L,34,6,20,0.3,3,12,0.25,2,2,1.0,0,1,1,8,1,0,2,0,17,-22,1
Donovan Mitchell,22025,1628378,0022500278,"Nov 23, 2025",CLE vs. LAC,W,33,14,22,0.636,5,9,0.556,4,4,1.0,2,6,8,6,1,0,2,2,37,26,1
Donovan Mitchell,22025,1628378,0022500048,"Nov 21, 2025",CLE vs. IND,W,34,11,22,0.5,4,11,0.364,6,8,0.75,2,7,9,5,1,0,5,4,32,13,1
Donovan Mitchell,22025,1628378,0022500255,"Nov 19, 2025",CLE vs. HOU,L,34,8,17,0.471,3,9,0.333,2,2,1.0,1,2,3,2,2,0,4,2,21,-18,1
Donovan Mitchell,22025,1628378,0022500241,"Nov 17, 2025",CLE vs. MIL,W,36,14,22,0.636,4,8,0.5,5,7,0.714,0,5,5,7,1,0,2,4,37,7,1
Jalen Brunson,22025,1628973,0022500303,"Nov 30, 2025",NYK vs. TOR,W,34,6,19,0.316,1,6,0.167,5,5,1.0,2,4,6,7,0,0,2,0,18,25,1
Jalen Brunson,22025,1628973,0022500074,"Nov 28, 2025",NYK vs. MIL,W,39,12,21,0.571,4,6,0.667,9,10,0.9,1,0,1,5,1,0,3,2,37,10,1
Jalen Brunson,22025,1628973,0022500061,"Nov 26, 2025",NYK @ CHA,W,34,14,28,0.5,2,6,0.333,3,5,0.6,0,2,2,3,0,0,3,2,33,16,1
Jalen Brunson,22025,1628973,0022500285,"Nov 24, 2025",NYK @ BKN,W,33,10,19,0.526,4,9,0.444,3,3,1.0,1,2,3,3,1,0,0,1,27,9,1
Jalen Brunson,22025,1628973,0022500269,"Nov 22, 2025",NYK @ ORL,L,37,12,21,0.571,3,9,0.333,6,6,1.0,0,3,3,11,0,0,2,2,33,-13,1
Jalen Brunson,22025,1628973,0022500262,"Nov 19, 2025",NYK @ DAL,W,35,11,23,0.478,2,7,0.286,4,6,0.667,0,3,3,5,1,1,1,4,28,13,1
Jalen Brunson,22025,1628973,0022500215,"Nov 12, 2025",NYK vs. ORL,L,37,10,23,0.435,1,4,0.25,10,13,0.769,1,2,3,6,0,0,2,6,31,-20,1
Nikola Jokic,22025,203999,0022500299,"Nov 29, 2025",DEN @ PHX,W,31,7,7,1.0,2,2,1.0,10,11,0.909,3,6,9,10,0,0,5,1,26,16,1
Nikola Jokic,22025,203999,0022500076,"Nov 28, 2025",DEN vs. SAS,L,36,7,10,0.7,1,1,1.0,6,8,0.75,2,7,9,10,1,1,4,5,21,-6,1
Nikola Jokic,22025,203999,0022500287,"Nov 24, 2025",DEN @ MEM,W,34,5,9,0.556,3,4,0.75,4,5,0.8,1,9,10,16,2,0,3,1,17,1,1
Nikola Jokic,22025,203999,0022500274,"Nov 22, 2025",DEN vs. SAC,L,37,16,28,0.571,3,6,0.5,9,10,0.9,7,6,13,7,0,0,2,4,44,2,1
Nikola Jokic,22025,203999,0022500054,"Nov 21, 2025",DEN @ HOU,W,39,11,20,0.55,4,8,0.5,8,10,0.8,4,6,10,9,2,2,4,5,34,4,1
Nikola Jokic,22025,203999,0022500260,"Nov 19, 2025",DEN @ NOP,W,34,10,18,0.556,2,4,0.5,6,7,0.857,4,7,11,12,0,0,9,6,28,9,1
Nikola Jokic,22025,203999,0022500248,"Nov 17, 2025",DEN vs. CHI,L,39,13,27,0.481,1,7,0.143,9,12,0.75,4,14,18,13,1,2,2,2,36,10,1
Cade Cunningham,22025,1630595,0022500296,"Nov 29, 2025",DET @ MIA,W,38,14,25,0.56,1,5,0.2,0,1,0.0,1,3,4,8,2,1,8,5,29,2,1
Cade Cunningham,22025,1630595,0022500072,"Nov 28, 2025",DET vs. ORL,L,40,13,26,0.5,4,7,0.571,9,12,0.75,4,9,13,11,0,0,8,2,39,16,1
Cade Cunningham,22025,1630595,0022500060,"Nov 26, 2025",DET @ BOS,L,36,12,26,0.462,4,9,0.444,14,16,0.875,3,5,8,5,1,1,4,3,42,0,1
Cade Cunningham,22025,1630595,0022500283,"Nov 24, 2025",DET @ IND,W,36,8,18,0.444,0,2,0.0,8,10,0.8,4,7,11,6,0,0,3,4,24,-1,1
Cade Cunningham,22025,1630595,0022500272,"Nov 22, 2025",DET @ MIL,W,33,10,18,0.556,3,6,0.5,6,6,1.0,1,7,8,10,1,1,4,3,29,14,1
Cade Cunningham,22025,1630595,0022500251,"Nov 18, 2025",DET @ ATL,W,34,10,23,0.435,1,7,0.143,4,4,1.0,0,6,6,10,2,0,3,4,25,3,1
Cade Cunningham,22025,1630595,0022500199,"Nov 10, 2025",DET vs. WAS,W,45,14,45,0.311,2,11,0.182,16,18,0.889,5,7,12,11,5,2,2,4,46,10,1
Jaylen Brown,22025,1627759,0022500302,"Nov 30, 2025",BOS @ CLE,W,38,3,13,0.231,1,4,0.25,12,16,0.75,1,11,12,11,1,0,6,3,19,16,1
Jaylen Brown,22025,1627759,0022500293,"Nov 29, 2025",BOS @ MIN,L,39,17,32,0.531,5,11,0.455,2,4,0.5,2,4,6,7,5,1,4,3,41,1,1
Jaylen Brown,22025,1627759,0022500060,"Nov 26, 2025",BOS vs. DET,W,34,12,32,0.375,2,7,0.286,7,8,0.875,3,7,10,5,2,2,5,4,33,-9,1
Jaylen Brown,22025,1627759,0022500277,"Nov 23, 2025",BOS vs. ORL,W,37,14,26,0.538,2,6,0.333,5,7,0.714,1,3,4,8,1,0,1,3,35,12,1
Jaylen Brown,22025,1627759,0022500049,"Nov 21, 2025",BOS vs. BKN,L,32,9,18,0.5,1,4,0.25,7,9,0.778,1,7,8,4,2,0,3,5,26,-4,1
Jaylen Brown,22025,1627759,0022500250,"Nov 18, 2025",BOS @ BKN,W,32,9,19,0.474,3,7,0.429,8,10,0.8,1,3,4,4,1,0,8,2,29,2,1
Jaylen Brown,22025,1627759,0022500233,"Nov 16, 2025",BOS vs. LAC,W,39,14,33,0.424,1,7,0.143,4,7,0.571,3,10,13,3,2,1,1,1,33,22,1
Anthony Edwards,22025,1630162,0022500306,"Nov 30, 2025",MIN vs. SAS,W,36,13,18,0.722,4,6,0.667,2,2,1.0,1,2,3,6,0,0,7,0,32,1,1
Anthony Edwards,22025,1630162,0022500293,"Nov 29, 2025",MIN vs. BOS,W,37,12,24,0.5,5,11,0.455,10,11,0.909,1,1,2,5,0,1,0,3,39,-1,1
Anthony Edwards,22025,1630162,0022500064,"Nov 26, 2025",MIN @ OKC,L,40,9,19,0.474,5,10,0.5,8,12,0.667,1,7,8,5,0,0,3,4,31,-8,1
Anthony Edwards,22025,1630162,0022500292,"Nov 24, 2025",MIN @ SAC,L,40,16,29,0.552,5,11,0.455,6,8,0.75,1,6,7,4,3,1,3,1,43,-12,1
Anthony Edwards,22025,1630162,0022500053,"Nov 21, 2025",MIN @ PHX,L,40,14,24,0.583,5,11,0.455,8,12,0.667,0,5,5,4,4,1,5,4,41,-3,1
Anthony Edwards,22025,1630162,0022500259,"Nov 19, 2025",MIN vs. WAS,W,36,6,20,0.3,1,8,0.125,5,5,1.0,2,0,2,2,2,1,1,2,18,2,1
Anthony Edwards,22025,1630162,0022500246,"Nov 17, 2025",MIN vs. DAL,W,29,5,14,0.357,1,7,0.143,2,2,1.0,1,3,4,3,2,0,2,2,13,14,1
Lauri Markkanen,22025,1628374,0022500301,"Nov 30, 2025",UTA vs. HOU,L,30,5,12,0.417,1,5,0.2,7,7,1.0,1,7,8,1,0,0,1,2,18,-16,1
Lauri Markkanen,22025,1628374,0022500077,"Nov 28, 2025",UTA vs. SAC,W,39,9,23,0.391,2,13,0.154,8,8,1.0,1,6,7,2,0,0,1,2,28,6,1
Lauri Markkanen,22025,1628374,0022500291,"Nov 24, 2025",UTA @ GSW,L,33,6,19,0.316,1,5,0.2,4,5,0.8,4,2,6,4,0,0,2,0,17,-20,1
Lauri Markkanen,22025,1628374,0022500282,"Nov 23, 2025",UTA vs. LAL,L,36,8,19,0.421,2,7,0.286,2,2,1.0,1,6,7,2,1,1,1,2,20,19,1
Lauri Markkanen,22025,1628374,0022500055,"Nov 21, 2025",UTA vs. OKC,L,35,4,8,0.5,2,4,0.5,9,9,1.0,2,4,6,3,2,0,1,0,19,-27,1
Lauri Markkanen,22025,1628374,0022500253,"Nov 18, 2025",UTA @ LAL,L,32,12,21,0.571,3,9,0.333,4,4,1.0,2,3,5,2,2,0,1,4,31,-6,1
Lauri Markkanen,22025,1628374,0022500240,"Nov 16, 2025",UTA vs. CHI,W,46,15,33,0.455,6,17,0.353,11,13,0.846,2,5,7,2,2,2,1,3,47,4,1
Austin Reaves,22025,1630559,0022500078,"Nov 28, 2025",LAL vs. DAL,W,41,12,15,0.8,6,8,0.75,8,9,0.889,1,7,8,3,0,0,1,2,38,3,1
Austin Reaves,22025,1630559,0022500059,"Nov 25, 2025",LAL vs. LAC,W,35,11,16,0.688,2,4,0.5,7,7,1.0,3,6,9,3,3,0,1,3,31,19,1
Austin Reaves,22025,1630559,0022500282,"Nov 23, 2025",LAL @ UTA,W,40,7,17,0.412,1,8,0.125,7,8,0.875,1,9,10,4,1,0,3,2,22,-1,1
Austin Reaves,22025,1630559,0022500253,"Nov 18, 2025",LAL vs. UTA,W,33,7,11,0.636,1,4,0.25,11,12,0.917,1,4,5,1,1,0,4,3,26,10,1
Austin Reaves,22025,1630559,0022500231,"Nov 15, 2025",LAL @ MIL,W,36,9,17,0.529,5,9,0.556,2,3,0.667,3,3,6,8,1,0,3,4,25,14,1
Austin Reaves,22025,1630559,0022500045,"Nov 14, 2025",LAL @ NOP,W,39,9,16,0.563,2,6,0.333,11,13,0.846,0,4,4,7,1,1,4,3,31,16,1
Austin Reaves,22025,1630559,0022500222,"Nov 12, 2025",LAL @ OKC,L,30,4,12,0.333,0,5,0.0,5,6,0.833,0,5,5,3,1,0,5,3,13,-24,1
Stephen Curry,22025,201939,0022500066,"Nov 26, 2025",GSW vs. HOU,L,33,4,13,0.308,2,9,0.222,4,4,1.0,1,5,6,5,0,2,7,4,14,5,1
Stephen Curry,22025,201939,0022500291,"Nov 24, 2025",GSW vs. UTA,W,29,12,24,0.5,6,17,0.353,1,1,1.0,1,3,4,2,1,2,3,0,31,4,1
Stephen Curry,22025,201939,0022500056,"Nov 21, 2025",GSW vs. POR,L,34,14,23,0.609,9,17,0.529,1,1,1.0,0,2,2,4,0,0,3,2,38,-3,1
Stephen Curry,22025,201939,0022500249,"Nov 18, 2025",GSW @ ORL,L,34,12,23,0.522,7,15,0.467,3,5,0.6,0,3,3,9,3,0,5,2,34,-3,1
Stephen Curry,22025,201939,0022500237,"Nov 16, 2025",GSW @ NOP,W,28,2,11,0.182,1,6,0.167,4,5,0.8,1,4,5,3,0,0,4,3,9,18,1
Stephen Curry,22025,201939,0022500047,"Nov 14, 2025",GSW @ SAS,W,36,16,26,0.615,9,17,0.529,8,8,1.0,0,4,4,2,2,0,3,2,49,9,1
Stephen Curry,22025,201939,0022500220,"Nov 12, 2025",GSW @ SAS,W,34,13,25,0.52,5,16,0.313,15,16,0.938,0,5,5,5,2,0,1,2,46,5,1
James Harden,22025,201935,0022500300,"Nov 29, 2025",LAC vs. DAL,L,37,5,17,0.294,2,6,0.333,17,19,0.895,0,8,8,11,0,1,7,1,29,-2,1
James Harden,22025,201935,0022500079,"Nov 28, 2025",LAC vs. MEM,L,40,6,18,0.333,4,13,0.308,7,7,1.0,1,6,7,11,2,0,5,5,23,3,1
James Harden,22025,201935,0022500059,"Nov 25, 2025",LAC @ LAL,L,37,9,21,0.429,3,12,0.25,8,8,1.0,1,4,5,9,2,0,5,3,29,-1,1
James Harden,22025,201935,0022500278,"Nov 23, 2025",LAC @ CLE,L,32,5,16,0.313,0,8,0.0,9,10,0.9,0,2,2,6,1,0,3,2,19,-15,1
James Harden,22025,201935,0022500268,"Nov 22, 2025",LAC @ CHA,W,35,17,26,0.654,10,16,0.625,11,14,0.786,1,2,3,7,1,0,2,1,55,22,1
James Harden,22025,201935,0022500264,"Nov 20, 2025",LAC @ ORL,L,31,8,16,0.5,5,11,0.455,10,12,0.833,1,4,5,8,2,0,5,1,31,-20,1
James Harden,22025,201935,0022500243,"Nov 17, 2025",LAC @ PHI,L,37,7,25,0.28,2,12,0.167,12,12,1.0,1,5,6,5,1,2,4,2,28,4,1
Victor Wembanyama,22025,1641705,0022500047,"Nov 14, 2025",SAS vs. GSW,L,38,10,21,0.476,3,8,0.375,3,3,1.0,3,9,12,4,1,3,3,1,26,6,1
Victor Wembanyama,22025,1641705,0022500220,"Nov 12, 2025",SAS vs. GSW,L,36,11,22,0.5,3,7,0.429,6,6,1.0,6,9,15,10,0,1,8,5,31,-9,1
Victor Wembanyama,22025,1641705,0022500202,"Nov 10, 2025",SAS @ CHI,W,36,11,19,0.579,6,9,0.667,10,10,1.0,1,11,12,5,1,5,3,4,38,13,1
Victor Wembanyama,22025,1641705,0022500188,"Nov 08, 2025",SAS vs. NOP,W,32,8,19,0.421,2,9,0.222,0,0,0.0,0,18,18,3,1,3,5,2,18,5,1
Victor Wembanyama,22025,1641705,0022500032,"Nov 07, 2025",SAS vs. HOU,W,37,8,16,0.5,0,2,0.0,6,6,1.0,1,7,8,4,1,2,4,5,22,5,1
Victor Wembanyama,22025,1641705,0022500179,"Nov 05, 2025",SAS @ LAL,L,33,5,14,0.357,0,2,0.0,9,11,0.818,2,6,8,3,1,1,5,6,19,-2,1
Victor Wembanyama,22025,1641705,0022500154,"Nov 02, 2025",SAS @ PHX,L,34,4,14,0.286,1,5,0.2,0,0,0.0,2,7,9,2,1,4,6,4,9,-3,1
Tyler Herro,22025,1629639,0022500296,"Nov 29, 2025",MIA vs. DET,L,32,6,17,0.353,6,11,0.545,6,6,1.0,0,4,4,2,0,1,2,2,24,-18,1
Tyler Herro,22025,1629639,0022500062,"Nov 26, 2025",MIA vs. MIL,W,32,9,15,0.6,3,5,0.6,8,8,1.0,2,3,5,7,1,1,2,0,29,4,1
Tyler Herro,22025,1629639,0022500286,"Nov 24, 2025",MIA vs. DAL,W,29,12,18,0.667,0,2,0.0,0,0,0.0,0,7,7,0,3,0,0,2,24,16,1
Devin Booker,22025,1626164,0022500299,"Nov 29, 2025",PHX vs. DEN,L,35,5,11,0.455,0,4,0.0,14,15,0.933,1,3,4,7,1,0,1,3,24,-16,1
Devin Booker,22025,1626164,0022500075,"Nov 28, 2025",PHX @ OKC,L,39,5,13,0.385,2,7,0.286,9,11,0.818,2,6,8,6,1,1,5,5,21,-4,1
Devin Booker,22025,1626164,0022500068,"Nov 26, 2025",PHX @ SAC,W,39,6,22,0.273,2,9,0.222,5,6,0.833,1,6,7,6,1,0,1,2,19,13,1
Devin Booker,22025,1626164,0022500290,"Nov 24, 2025",PHX vs. HOU,L,38,5,13,0.385,2,6,0.333,6,8,0.75,1,2,3,5,1,1,6,3,18,-11,1
Devin Booker,22025,1626164,0022500281,"Nov 23, 2025",PHX vs. SAS,W,38,7,18,0.389,2,6,0.333,8,11,0.727,0,5,5,7,1,2,2,2,24,6,1
Devin Booker,22025,1626164,0022500053,"Nov 21, 2025",PHX vs. MIN,W,35,4,18,0.222,1,6,0.167,7,9,0.778,1,2,3,10,1,0,9,6,16,-2,1
Devin Booker,22025,1626164,0022500254,"Nov 18, 2025",PHX @ POR,W,29,6,13,0.462,1,2,0.5,6,6,1.0,1,5,6,5,3,0,1,2,19,17,1
Deni Avdija,22025,1630166,0022500305,"Nov 30, 2025",POR vs. OKC,L,37,6,14,0.429,0,4,0.0,19,23,0.826,3,16,19,10,1,0,1,1,31,4,1
Deni Avdija,22025,1630166,0022500067,"Nov 26, 2025",POR vs. SAS,L,40,12,19,0.632,5,8,0.625,8,14,0.571,2,4,6,8,0,1,6,4,37,-7,1
Deni Avdija,22025,1630166,0022500288,"Nov 24, 2025",POR @ MIL,W,31,6,13,0.462,5,7,0.714,5,8,0.625,0,4,4,5,0,1,4,3,22,-1,1
Deni Avdija,22025,1630166,0022500280,"Nov 23, 2025",POR @ OKC,L,24,4,16,0.25,1,8,0.125,2,3,0.667,1,4,5,1,1,0,2,2,11,-4,1
Deni Avdija,22025,1630166,0022500056,"Nov 21, 2025",POR @ GSW,W,40,6,14,0.429,2,7,0.286,12,13,0.923,2,4,6,13,0,0,6,1,26,2,1
Deni Avdija,22025,1630166,0022500263,"Nov 19, 2025",POR vs. CHI,L,38,11,22,0.5,3,7,0.429,7,12,0.583,1,10,11,11,2,1,3,2,32,6,1
Deni Avdija,22025,1630166,0022500254,"Nov 18, 2025",POR vs. PHX,L,29,7,17,0.412,2,6,0.333,3,4,0.75,1,4,5,5,0,0,1,2,19,-23,1
Kawhi Leonard,22025,202695,0022500300,"Nov 29, 2025",LAC vs. DAL,L,29,10,20,0.5,3,4,0.75,7,7,1.0,0,8,8,3,0,0,2,3,30,3,1
Kawhi Leonard,22025,202695,0022500079,"Nov 28, 2025",LAC vs. MEM,L,29,15,24,0.625,3,7,0.429,6,6,1.0,0,3,3,0,1,0,1,0,39,4,1
Kawhi Leonard,22025,202695,0022500059,"Nov 25, 2025",LAC @ LAL,L,28,6,14,0.429,1,5,0.2,6,6,1.0,0,5,5,3,1,0,3,3,19,-14,1
Kawhi Leonard,22025,202695,0022500278,"Nov 23, 2025",LAC @ CLE,L,26,6,13,0.462,3,5,0.6,5,5,1.0,0,3,3,2,3,0,4,4,20,3,1
Kawhi Leonard,22025,202695,0022500164,"Nov 03, 2025",LAC vs. MIA,L,37,10,21,0.476,2,8,0.25,5,5,1.0,2,2,4,4,4,2,2,1,27,-7,1
Kawhi Leonard,22025,202695,0022500027,"Oct 31, 2025",LAC vs. NOP,W,36,11,16,0.688,5,8,0.625,7,7,1.0,0,5,5,5,6,0,2,2,34,6,1
Kawhi Leonard,22025,202695,0022500127,"Oct 28, 2025",LAC @ GSW,L,31,7,17,0.412,1,4,0.25,3,3,1.0,1,5,6,1,1,0,1,0,18,-29,1
Norman Powell,22025,1626181,0022500296,"Nov 29, 2025",MIA vs. DET,L,33,9,16,0.563,3,6,0.5,7,8,0.875,0,2,2,3,1,0,3,4,28,15,1
Norman Powell,22025,1626181,0022500062,"Nov 26, 2025",MIA vs. MIL,W,29,4,11,0.364,0,5,0.0,3,3,1.0,0,4,4,2,1,0,2,1,11,-11,1
Norman Powell,22025,1626181,0022500275,"Nov 23, 2025",MIA @ PHI,W,29,11,18,0.611,4,7,0.571,6,9,0.667,1,3,4,1,2,0,1,2,32,12,1
Norman Powell,22025,1626181,0022500051,"Nov 21, 2025",MIA @ CHI,W,25,6,14,0.429,2,7,0.286,5,8,0.625,1,1,2,2,2,1,0,1,19,14,1
Norman Powell,22025,1626181,0022500257,"Nov 19, 2025",MIA vs. GSW,W,28,10,14,0.714,4,7,0.571,1,1,1.0,0,6,6,3,1,0,1,3,25,11,1
Norman Powell,22025,1626181,0022500244,"Nov 17, 2025",MIA vs. NYK,W,32,9,20,0.45,0,3,0.0,1,1,1.0,0,1,1,3,1,0,2,2,19,4,1
Norman Powell,22025,1626181,0022500039,"Nov 14, 2025",MIA @ NYK,L,33,12,22,0.545,8,15,0.533,6,7,0.857,0,5,5,0,1,0,1,2,38,4,1
Kevin Durant,22025,201142,0022500301,"Nov 30, 2025",HOU @ UTA,W,30,10,14,0.714,3,4,0.75,2,2,1.0,1,6,7,4,3,1,1,2,25,28,1
Kevin Durant,22025,201142,0022500054,"Nov 21, 2025",HOU vs. DEN,L,35,5,15,0.333,1,5,0.2,2,3,0.667,1,7,8,2,2,1,2,3,13,-7,1
Kevin Durant,22025,201142,0022500255,"Nov 19, 2025",HOU @ CLE,W,37,6,18,0.333,1,6,0.167,7,8,0.875,0,3,3,3,0,0,4,2,20,6,1
Kevin Durant,22025,201142,0022500236,"Nov 16, 2025",HOU vs. ORL,W,45,13,24,0.542,2,8,0.25,7,7,1.0,0,5,5,6,0,1,5,2,35,4,1
Kevin Durant,22025,201142,0022500042,"Nov 14, 2025",HOU vs. POR,W,36,12,19,0.632,3,6,0.5,3,3,1.0,0,5,5,3,1,0,3,2,30,37,1
Kevin Durant,22025,201142,0022500218,"Nov 12, 2025",HOU vs. WAS,W,31,7,16,0.438,2,5,0.4,7,8,0.875,1,4,5,4,2,0,1,2,23,15,1
Kevin Durant,22025,201142,0022500191,"Nov 09, 2025",HOU @ MIL,W,37,11,15,0.733,2,2,1.0,7,9,0.778,0,3,3,7,0,0,3,2,31,2,1
Michael Porter Jr.,22025,1629008,0022500285,"Nov 24, 2025",BKN vs. NYK,L,27,6,15,0.4,1,9,0.111,3,5,0.6,2,2,4,0,0,0,2,1,16,-21,1
Michael Porter Jr.,22025,1629008,0022500279,"Nov 23, 2025",BKN @ TOR,L,33,9,18,0.5,4,9,0.444,3,3,1.0,1,5,6,4,1,1,1,3,25,-6,1
Michael Porter Jr.,22025,1629008,0022500049,"Nov 21, 2025",BKN @ BOS,W,37,13,21,0.619,4,6,0.667,3,5,0.6,0,8,8,2,0,0,2,1,33,13,1
Michael Porter Jr.,22025,1629008,0022500250,"Nov 18, 2025",BKN vs. BOS,L,34,8,16,0.5,4,8,0.5,5,5,1.0,2,4,6,2,3,0,1,1,25,-9,1
Michael Porter Jr.,22025,1629008,0022500235,"Nov 16, 2025",BKN @ WAS,W,34,11,18,0.611,3,8,0.375,9,10,0.9,0,9,9,7,0,0,2,2,34,17,1
Michael Porter Jr.,22025,1629008,0022500040,"Nov 14, 2025",BKN @ ORL,L,36,10,23,0.435,3,11,0.273,1,1,1.0,1,10,11,7,1,0,0,2,24,-7,1
